author,work,metronome,meter
Bharadvāja Bārhaspatya,b06_h042_02,S.SS.wwSww.|SSS.SwSww.|wSSw.wSww.|SS.wSw.SwS|,anuṣṭubh
Bharadvāja Bārhaspatya,b06_h042_03,wS.wSw.SwS.|SSS.wwSww.|SS.SSw.SwS.|wS.Sw.w.SwS|,anuṣṭubh
Bharadvāja Bārhaspatya,b06_h042_04,SSSS.w.SwS.|SSS.w.wS.wS.|wS.wSw.SwSw.SwS.|wwSS.wSwS|,br̥hatī
Bharadvāja Bārhaspatya,b06_h043_01,SS.S.SwS.wS.|wSSSw.Sww.|wS.w.Sw.Sw.S.wS.ww|,uṣṇih
Bharadvāja Bārhaspatya,b06_h043_02,Sw.SwwS.wS.|Sw.SS.w.SwS.|wS.w.Sw.Sw.S.wS.ww|,uṣṇih
Bharadvāja Bārhaspatya,b06_h043_03,Sw.S.Sw.SwS.|wS.wSS.wSww.|wS.w.Sw.Sw.S.wS.ww|,uṣṇih
Bharadvāja Bārhaspatya,b06_h043_04,Sw.SSS.SwS.|SSS.wwS.ww.|wS.w.Sw.Sw.S.wS.ww|,uṣṇih
Śaṃyu Bārhaspatya,b06_h044_01,S.wwS.wSwS.|S.SS.SwSwS.|SS.wS.w.Sw.S.|SS.wSwS.wS|,anuṣṭubh
Śaṃyu Bārhaspatya,b06_h044_02,S.SS.wwSw.S.|SS.SS.wSwS.|SS.wS.w.Sw.S.|SS.wSwS.wS|,anuṣṭubh
Śaṃyu Bārhaspatya,b06_h044_03,Sw.SS.w.wwS.|wS.S.Sw.SwS.|SS.wS.w.Sw.S.|SS.wSwS.wS|,anuṣṭubh
Śaṃyu Bārhaspatya,b06_h044_04,ww.w.S.SwwS.|wSS.wwS.ww.|SS.SSSS.wS.|SSS.SwSwS|,anuṣṭubh
Śaṃyu Bārhaspatya,b06_h044_05,S.SwSw.S.wS.|wS.wSw.SwS.|w.S.w.Sw.SwS.|SS.SS.wSwS|,anuṣṭubh
Śaṃyu Bārhaspatya,b06_h044_06,S.w.SSw.SwS.|SSSSwSww.|wS.w.Sw.SwS.|w.S.SSw.SwS|,anuṣṭubh
Śaṃyu Bārhaspatya,b06_h044_07,wwS.SS.SS.wSS.|wSS.SSS.SS.wS.|wwS.SSS.SwSw.|wSS.Sw.wwS.wSS|,triṣṭubhORvirāj
Śaṃyu Bārhaspatya,b06_h044_08,wSw.ww.SS.wSS.|wS.wSw.SSS.SS.|wSS.Sw.wS.wSS.|wS.wwS.SS.w.SS|,virāj
Śaṃyu Bārhaspatya,b06_h044_09,wSwS..SS.Sw.SS.|SS.wSS.SS.wSS.|SSS.wS.www.wSS.|wSw.SS.SS.wSw|,triṣṭubhORvirāj
Śaṃyu Bārhaspatya,b06_h044_10,Sw.Sw.S.wwS.wSw.|wS.SS.wwS.S.w.SS.|ww.SS.wwS.SwSS.|w.Sw.SwSwS.wSS|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_11,S.SwS.www.S.wSS.|S.S.SwS.wwS.wSw.|SS.w.Sw.SwS.wSw.|ww.wSS.w.wSwwS|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_12,w.SSSS.wwS.wSw.|SS.SSw.SwSw.SS.|ww.wS.wwS.SwSS.|S.SSSw.S.wS.wSS|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_13,SSS.SS.w.wS.wSS.|SSw.ww.w.w.Sw.SS.|S.SwSw.ww.SwSS.|SS.SwS.wwS.wSS|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_14,Sw.wS.ww.SSw.SS.|SS.SSw.SwS.wSw.|w.S.w.Sw.wwSw.SS.|SS.SSw.SwS.wSS|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_15,SS.ww.SwS.Sw.SS.|SS.SS.SSw.SwSS.|SS.SS.wSwS.w.SS.|wS.SS.wwS.SwSS|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_16,wS.wS.Sww.SwSw.|SSS.ww.www.wSw.|SS.wS.SwwSw.SS.|w.SS.SS.wwS.w.SS|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_17,SS.SSS.ww.Sw.SS.|Sw.wSS.wwS.wSS.|wwSS.ww.SSwSS.|wSw.SS.w.wS.wS.w|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_18,SS.S.S.wwS.Sw.Sw.|SSS.ww.wwS.wS.w.|wS.SSw.wwSw.Sw.|Sw.SS.wwS.S.S.SS|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_19,S.S.wwS.wwS.wSS.|wwwSS.wwSwS.S.|SSSS.wwS.SwSS.|SS.wSw.wwS.wSw|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_20,S.S.wS.wwS.Sw.SS.|wSwS.w.SwS.wSw.|SS.w.SS.wwS.wSS.|SS.wSw.wwSw.SS|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_21,wSw.wS.wwS.wSS.|wS.SSS.wwS.wSS.|SS.w.SS.www.SSS.|SS.wS.wwSS.wSw|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_22,wS.SS.wwS.SwSw.|SSw.wS.ww.SwSw.|wS.wSw.ww.SwSw.|Sw.wSS.wwSw.SS|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_23,ww.wwS.wwS.wSS.|wS.SS.wwS.Sw.Sw.|wS.wSw.ww.SwSS.|wSw.Sw.wwS.wSS|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h044_24,wS.SSwwS.S.wSw.|wS.ww.wwS.SwSw.|wS.Sw.wwS.Sw.SS.|SS.SSw.wwSw.SS|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h045_01,w.SwS.wSwS.|wSS.SwS.ww.|SS.w.S.wS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_02,wSS.S.wS.ww.|wSwS.w.SwS.|SS.SS.wS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_03,wS.SS.wSwS.|SS.wS.wSwS.|SS.SSw.SwS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_04,wSS.SwSwS.|SwS.w.w.Sww.|w.w.S.wwS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_05,ww.SSw.SwS.|wwS.wwS.ww.|wSwS.wS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_06,wwS.w.wS.wS.|wSw.SwSwS.|wS.wSw.SwS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_07,SSS.SwSwS.|SS.wSw.SwS.|wS.w.SwS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_08,Sw.SSw.SwS.|SS.wSw.S.wS.|SSw.wwSwS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_09,w.wSSw.w.SwS.|wSwS.wSwS.|ww.SS.wSww|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_10,w.S.S.Sw.SwS.|Sw.SSwS.wS.|wSwS.wSwS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_11,w.S.S.S.wSww.|S.S.SS.wS.wS.|wwS.S.wS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_12,Sw.SSw.SwS.|SS.SS.wSwS.|wS.Sw.wS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_13,wS.w.Sw.SwS.|wS.Sw.wS.wS.|wS.wSwSwS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_14,S.w.Sw.wSwS.|SSwSwSww.|wS.S.wwS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_15,w.wSw.wSwS.|SSSSwSwS.|Sw.SS.wS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_16,w.Sw.S.w.S.ww.|SSwS.wSwS.|wS.SS.wSwS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_17,S.wwS.w.Sww.|Sw.SS.wS.wS.|S.S.w.Sw.wwww|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_18,Sw.SS.wSwS.|SSSSw.SwS.|SwSS.wS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_19,SS.wSwS.wS.|wSS.SwSwS.|SwSSwS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_20,w.w.SSw.SwS.|SS.wSw.SwS.|SwSwS.SwS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_21,w.S.wSw.S.ww.|SS.SSw.SwS.|SSS.SwS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_22,S.S.Sw.wS.wS.|wwSSw.SwS.|S.S.wS.w.SwS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_23,w.S.wS.w.wwS.|SS.SSw.SwS.|S.S.wS.wS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_24,wSSS.w.S.wS.|SSS.SwS.wS.|wSw.ww.S.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_25,wS.S.S.wSwS.|wS.w.SwS.ww.|Sw.SS.w.SwS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_26,SSS.wwS.ww.|S.ww.Sw.SwS.|SS.SSwS.ww|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_27,w.SSS.w.SwS.|SwS.wwS.wS.|S.SSS.wS.wS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_28,wS.S.S.wSwS.|SSS.SwS.wS.|SS.SS.w.SwS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_29,wSwS.wSS.|SwwS.wSw.|SSS.SwwS|,atinicr̥t
Śaṃyu Bārhaspatya,b06_h045_30,SSw.Sw.Sw.S.|SS.SSS.Sww.|SS.SS.wS.ww|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_31,ww.wS.wSwS.|SSS.Sw.Sww.|wS.SS.w.SwS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_32,Sw.SS.wS.wS.|SS.SS.wSwS.|SS.SSw.SwS|,gāyatrī
Śaṃyu Bārhaspatya,b06_h045_33,S.w.S.SS.Sw.S.|wS.wSw.SwS.|wS.wSwSwS.|SS.wSwSwS|,anuṣṭubh
Śaṃyu Bārhaspatya,b06_h046_01,wS.S.w.wSwS.|SS.SSw.SwS.|wS.SSw.Sw.SwS.wS.|wS.SSw.SwS|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_02,S.S.S.Sw.SwSw.SwS.|wS.wSS.SwS.|ww.SS.www.Sw.S.ww.|SS.SS.w.SwS|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_03,S.SSS.wSww.|SS.S.SwS.wS.|wSwSw.wwSw.SwS.|wS.wSw.S.wS|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_04,SwS.wS.wwSw.SwS.|wS.Sw.wSww.|SSS.Sw.wwS.wSwS.|wSw.Sw.SwS|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_05,SS.SS.w.S.ww.|SSS.wwS.wS.|SSS.Sw.SwSw.SwS.|S.wS.wSS.wS|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_06,wS.Sw.wwS.SwSwS.|SS.SSw.SwS.|SS.w.S.wwS.SwS.wS.|wSS.wwS.ww|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_07,w.Sw.SwSw.S.|SS.SS.w.Sww.|S.S.SS.wSS.Sw.S.ww.|SS.SSw.SwS|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_08,S.S.SS.wwS.SS.S.wS.|S.SS.S.w.Sww.|SSS.S.wSw.S.wSwS.|wSS.Sw.SwS|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_09,SS.wSw.wwS.|wwSS.wSwS.|SS.Sw.wwSS.w.Sw.w.|SwS.Sw.SwS|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_10,S.SwS.wwS.Sw.Sww.|wSSSw.SwS.|wS.S.S.wwS.Sw.SwS.|wSS.SwS.ww|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_11,wS.S.S.wS.ww.|Sw.Sw.wS.ww.|w.SwSS.wwSw.SwS.|SwS.SwSSS|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_12,Sw.SSS.wwS.wSwS.|wS.Sw.wwwww.|wS.S.Sw.SS.wS.S.Sw.|wSS.SwS.SS|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_13,w.Sw.SS.SwS.|SwSS.wSwS.|wwwS.Sww.wwS.wS.|SS.wS.wSwS|,br̥hatī alternating with satobr̥hatī
Śaṃyu Bārhaspatya,b06_h046_14,SS.wS.www.SwS.wS.|wS.Sw.wS.ww.|S.S.wS.w.Swww.Sww.|wSS.SwS.ww|,br̥hatī alternating with satobr̥hatī
Garga Bhāradvāja,b06_h047_01,SS.wSS.wwS.wSS.|SS.wSS.wwS.wSw.|wS.w.Sw.wwSw.SS.|w.S.ww.www.SwSw|,triṣṭubh
Garga Bhāradvāja,b06_h047_02,wS.Sw.ww.wSw.Sw.|Sw.SS.SwSS.wSw.|wSw.S.SwS.SwSw.|w.wwS.ww.w.SwS.S|,triṣṭubh
Garga Bhāradvāja,b06_h047_03,wS.S.Sw.w.wSw.Sw.|wS.wSS.wwS.wSw.|wS.w.SS.wwSw.SS.|w.SwS.wwS.S.wSS|,triṣṭubh
Garga Bhāradvāja,b06_h047_04,wS.w.S.wwSS.wSS.|SSS.wS.wwS.wS.w.|wS.SSS.wwS.wSw.|SS.SSw.ww.SwSS|,triṣṭubh
Garga Bhāradvāja,b06_h047_05,wS.wS.SwwSw.SS.|SwSwS.wwS.wSS.|wS.wS.wwS.SwSS.|wS.SSS.wwS.wSS|,triṣṭubh
Garga Bhāradvāja,b06_h047_06,wS.ww.wwS.Sw.Sw.|SwS.Sw.wwS.wSS.|SSwS.www.S.wSw.|wSSS.ww.SSw.Sw|,triṣṭubh
Garga Bhāradvāja,b06_h047_07,SS.w.S.wwSSw.SS.|w.S.wS.wwS.SS.Sw.|wS.wSS.wwSwS.S.|wS.wSw.ww.SwSS|,triṣṭubh
Garga Bhāradvāja,b06_h047_08,wS.S.Sw.ww.Sw.SS.|wSS.Sw.wwS.wSw.|SS.w.SS.wwSw.SS.|wS.SSw.wwS.wSS|,triṣṭubh
Garga Bhāradvāja,b06_h047_09,wSS.w.Sww.SwS.S.|wSwS.wSw.SwS.S.|ww.S.Sw.wwS.SSS.|S.S.SS.wwS.SS.SS|,triṣṭubh
Garga Bhāradvāja,b06_h047_10,Sw.www.Sw.SSw.Sw.|Sww.ww.wwS.w.SS.|S.S.SS.Sw.wS.wSw.|S.wSw.ww.S.SwSS|,triṣṭubh
Garga Bhāradvāja,b06_h047_11,SSw.Sw.wwSw.SS.|wSwS.wwS.Sw.SS.|wSw.SS.wwSw.SS.|wSw.S.wwS.Sw.SS|,triṣṭubh
Garga Bhāradvāja,b06_h047_12,SS.SSS.wwS.wSS.|wwwSS.www.SwSS.|SwS.SS.wwS.wSw.|wSwSw.wwS.wSw|,triṣṭubh
Garga Bhāradvāja,b06_h047_13,Sw.wS.wwS.SwSw.|ww.SS.SwwS.wSw.|w.SSS.wwS.SS.SS.|SS.S.SS.wwS.wSw|,triṣṭubh
Garga Bhāradvāja,b06_h047_14,wS.S.SS.wwS.w.SS.|wS.SSw.wwS.wSS.|wS.w.SS.wwS.wSw.|wS.S.SS.wwS.w.SS|,triṣṭubh
Garga Bhāradvāja,b06_h047_15,w.S.wS.S.wS.S.wSS.|w.Sw.S.wwS.SwSS.|SS.wS.wwS.SwSS.|wSw.Sw.wwS.wSS|,triṣṭubh
Garga Bhāradvāja,b06_h047_16,SS.Sw.SwSS.wSS.|SwSw.wwSSwSw.|SwSSw.wwSw.SS.|SSwS.ww.SS.wSS|,triṣṭubh
Garga Bhāradvāja,b06_h047_17,wS.SSS.wwS.wSw.|wSwSS.wwSw.Sw.|wSwSS.wwSwSS.|SS.SS.wwS.SwSw|,triṣṭubh
Garga Bhāradvāja,b06_h047_18,SSSS.wwSS.wSw.|w.Sw.SS.wwSwSw.|SS.SSS.wwSw.SwS.|SS.w.Sw.wwS.wS.ww|,triṣṭubh
Garga Bhāradvāja,b06_h047_19,wSS.wwS.wS.|SS.SSw.Sww.|S.SSS.wwS.Sw.Sww.|wSSSw.Sww|,br̥hatī
Garga Bhāradvāja,b06_h047_20,wSSS.Sw.SSw.SS.|SS.wS.Sw.SSwSS.|wSwS.w.wSS.wSS.|SS.wS.wSw.Sw.SS|,triṣṭubh
Garga Bhāradvāja,b06_h047_21,wSwS.wwS.Sw.SS.|SS.wSw.ww.SwS.S.|wS.SS.wwS.SwSw.|wSwS.SwS.SwS.w|,triṣṭubh
Garga Bhāradvāja,b06_h047_22,SSw.S.w.SwS.w.Sw.|ww.SwS.ww.SwS.S.|wSSS.wwSSw.SS.|SwS.wS.ww.SwSw|,triṣṭubh
Garga Bhāradvāja,b06_h047_23,ww.SS.ww.SS.|ww.SSwSwS.|wS.wSwSS.|wSSS.wSwS|,anuṣṭubh
Garga Bhāradvāja,b06_h047_24,ww.wS.SwwS.|wS.ww.wSSw.|SwS.SwS.wS|,gāyatrī
Garga Bhāradvāja,b06_h047_25,ww.SS.SwSS.wSS.|wSSS.SwS.S.wSw|,dvipadā
Garga Bhāradvāja,b06_h047_26,wSwS.SwSS.w.SS.|SSwS.wwwS.wSS.|SS.SSS.ww.SwSw.|SSS.S.www.SwSw|,triṣṭubh
Garga Bhāradvāja,b06_h047_27,wS.wSS.ww.Sw.SwS.|wSwSS.ww.SwS.ww.|wS.SSS.ww.Sw.Sww.|SSw.SS.wwS.wS.ww|,jagatī
Garga Bhāradvāja,b06_h047_28,SSw.SS.wwS.wSS.|SSw.SS.wwSw.SS.|w.wS.S.SwSS.wSS.|Sw.wS.ww.SS.wSw|,triṣṭubh
Garga Bhāradvāja,b06_h047_29,wS.Sww.wwS.wS.S.|wSS.S.wwS.SwS.wS.|w.SwS.wS.SSw.SS.|SS.wSS.ww.Sw.SS|,triṣṭubh
Garga Bhāradvāja,b06_h047_30,S.Sww.ww.SS.w.S.S.|S.www.wwS.SwSw.|wS.Sw.SwS.SwS.ww.|SSw.Sw.ww.SwSw|,triṣṭubh
Garga Bhāradvāja,b06_h047_31,SS.wS.wwSSwSS.|SwS..SwS.SwSw.|w.SwSS.wSw.S.wS.|SSw.Sw.wwS.wSw|,triṣṭubh
Śaṃyu Bārhaspatya,b06_h048_01,SSSS.S.SwS.|wSwS.w.SwS.|Sw.ww.wwS.SwSwS.|wS.SS.w.SwS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_02,SS.wSS.w.wSw.SwS.|SSw.SwSwS.|wS.SSw.|wS.ww.wS.SS.wSwS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_03,wS.w.SS.wwS.|wS.wSw.SwS.|wSSw.SwS.SwS.wS.|wSwS.w.Sww|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_04,wS.SS.www.Sw.SwS.|wS.SSw.SwS.|SSS.S.www.SS.wwS.|Sw.SSw.Sww|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_05,w.SS.SwS.wS.|Sw.wSw.Sww.|wwS.S.wwS.SwS.wS.|wSS.ww.Sww|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_06,S.S.SS.SwS.SwS.wS.|SSw.SwS.ww.|wS.wS.www.SwSw.S.|SSw.wwS.wS.|S.SS.wwS.wS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_07,wSw.SS.SwS.|SSw.Sw.SwS.|wSSS.wwSS.wSww.|SS.S.Sw.SwS.|wS.wSw.Sww|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_08,SSwS.wwwS.wS.wS.|w.SS.SwSwS.|wS.SS.wSw.Sw.SwS.|wSSS.wS.wS.|SSS.S.w.www|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_09,wS.S.Sw.SwS.|wS.SSw.Sww.|Sw.SS.ww.SS.wS.ww.|wS.SS.wS.w.S|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_10,Sw.SS.wwS.SwS.ww.|wSS.SwSww.|SS.SSw.SwS.wSw.S.|wSSS.wSw.w|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_11,S.wSS.wSwS.|Sw.wSw.ww.SwS.wS.|wSw.wwSwS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_12,S.SSw.SwSS.wSwS.|wS.wSw.Sww.|S.wwSS.wwwS.wSwS.|S.SS.SwSwS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_13,wSSSw.ww.SwS.wS.|SS.w.SwSww.|wS.w.SwSwS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_14,S.w.SS.w.SwS.|www.ww.Sww.|SwwS.w.SS.SwSwS.|SS.S.ww.SwS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_15,SS.SS.w.SwS.wSww.|wSSS.SwS.S.wS.wS.|S.wSS.SwS.SwSw.S.|SS.SS.wS.wS.|wSS.S.wS.wS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_16,S.S.SS.wS.ww.|SwS.w.S.wwSw.SwS.|wS.SS.wSwS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_17,S.SSSw.S.wS.wSww.|wSS.w.w.SwS.|S.ww.SS.ww.SS.wS.|SS.SwwS.SS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_18,wS.w.S.www.Sw.Sw.|SSSw.wSwS.|wSSw.wSwS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_19,wS.w.SwS.ww.|wS.SS.wS.wS.|wS.S.SS.wwSw.S.ww.|wS.SS.wS.wS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_20,SS.SSw.SwS.|wSw.Sw.SwS.|SSw.S.wwS.SwSw.S.|SSSS.wSwS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_21,SS.S.Sw.SwS.|wS.wS.SS.w.Sw.SwS.|SS.wS.wwS.Sw.SwS.|wwS.SwS.wS.|wSS.SwS.wS|,"various lyric meters, arranged for the most part in pragāthas"
Śaṃyu Bārhaspatya,b06_h048_22,wS.S.S.wSww.|wS.Sw.wSww.|SS.SS.wS.wS.|w.SS.Sw.SwS|,"various lyric meters, arranged for the most part in pragāthas"
R̥jiśvan Bhāradvāja,b06_h049_01,wS.wS.SwS.SwSS.|SS.SSwwS.SwSS.|w.S.wSw.w.wS.wSw.|SSSS.wwS.SS.SS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_02,wSww.Sww.SwSw.|wSSww.wwS.wSS.|wS.wS.wwS.Sw.SS.|SSw.Sw.wwS.wSS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_03,wwSw.wwwS.wSS.|ww.SS.wwS.SS.SS.|wSwS.wwSS.wSS.|SS.wS.Sww.SwSS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_04,w.Sw.SS.wwS.wSS.|wSwS.SwSS.wSS.|wSSS.wwS.SwSS.|wS.ww.wSwS.wSS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_05,w.S.wS.www.SwS.S.|wS.wSS.wwS.wSS.|Sw.wS.SwwSwSS.|SS.SS.wwSS.wS.w|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_06,SSwSS.wwS.wSS.|wSSw.Sww.wwSw.|SSwS.wwS.Sw.SS.|wwS.SS.ww.S.wSS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_07,SSwS.wwS.SwSS.|wSwS.SwSS.wS.S.|Sw.SSS.wwS.wSS.|wSSS.wwS.Sw.SS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_08,wSwS.wwwS.wSS.|SSw.wS.ww.Sw.SS.|w.S.SS.wwS.SwSS.|wSwS.SwSS.w.SS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_09,wwwSS.wwS.wSS.|wSS.SS.wwSw.SS.|SS.SS.wwS.SwSS.|SS.SSS.wwS.wSS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_10,wwSw.wwS.Sw.SS.|SS.wS.SwS.Sw.SS.|wSw.Sw.wwS.wSw.|wS.wSw.wwSwSS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_11,S.wSS.wwS.SwSS.|wwS.Sw.wwS.wSS.|wSS.S.w.SwS.wSw.|SS.SSS.wS.SwSS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_12,w.SSS.w.wwS.wSw.|wS.SSw.wwSw.SS.|w.Swww.wwS.wSS.|wS.w.SS.wwSw.wS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_13,S.wSw.wwS.SwSS.|S.S.SS.wwS.SwSw.|Sw.S.SS.wwSwSS.|SS.wSw.wwS.wS.w|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_14,S.S.wS.SwS.Sw.SS.|S.SwS.S.wwS.wS.S.|w.SwSw.ww.SwSS.|wS.wSS.SwS.w.SS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h049_15,w.S.wS.wwS.SwSS.|wwSS.ww.wSw.SS.|wS.Sw.wwS.Sw.wS.|wS.wSS.ww.S.wSw.|ww.SSS.ww.SwSw|,śakvarī
R̥jiśvan Bhāradvāja,b06_h050_01,wS.S.SS.wwS.wSS.|wwSSw.wwS.Sw.Sw.|wSwS.SwwS.wSS.|SwS.SS.wwSS.wS.w|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h050_02,SSwS.Sww.Swwww.|wSSS.wwS.Sw.SS.|wSSS.w.wwSS.SS.|wSSS.wwS.SwSS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h050_03,wS.SSwwS.Sw.ww.|wS.SwS.wwS.wSS.|wS.wwS.wwS.wS.S.|SS.wSw.wwS.wSS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h050_04,S.S.SSw.SwS.wSS.|SS.SSS.wwS.wSS.|w.S.SS.www.S.wSS.|SS.wwS.wwSw.SS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h050_05,SSw.Sw.SwS.w.SS.|wSw.SS.wwSwSS.|SS.wS.wwS.S.w.Sw.|SS.SSS.SwS.wSS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h050_06,wS.S.SS.Swww.Sw.|SS.SwS.wwS.wSS.|ww.S.ww.ww.S.wSS.|SS.SS.ww.wS.wSS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h050_07,SSw.SS.SwS.wSS.|Sw.SSw.wwSw.S.S.|SS.S.S.wwS.SwwS.|SSS.SS.wwS.wSS|,triṣṭubh
R̥jiśvan Bhāradvāja,b06_h050_08,S.S.SS.wwS.SwSS.|wSwSS.wwS.wSS.|S.SwS.wwS.S.wSS.|wSwS.SwS.SwSw|,triṣṭubh
