author,work,metronome,meter
Paruchepa Daivodāsi,b01_h129_07,wSw.S.SwwS.wSwS.|wSw.wS.wwS.wSwS.|SS.SS.wSwS.|SSSS.wSww.|S.S.wS.wSww.|S.SSw.SwS.SwSwS.|wSS.SwSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h129_08,SS.S.SS.wwSw.SS.|wwSw.SwS.SwSwS.|wSS.SwSwS.|wS.S.wwSS.|S.w.wSS.SS.|wS.wS.w.SwS.|SS.SS.w.Sww|,atiśakvarī
Paruchepa Daivodāsi,b01_h129_09,wS.w.Sw.wwS.wSwS.|Sw.wS.wSwS.|wS.Sw.wSwS.|wSw.S.wSw.S.|wSw.SwSw.S.|Sw.S..SS.SS.wSwS.|wS.Sw.wSwS|,atiśakvarī
Paruchepa Daivodāsi,b01_h129_10,wS.w.Sw.wwS.wSwS.|SS.S.S.wwS.Sw.wwS.|wS.SS.w.wwS.|SSS.Sw.wwS.|wS.S.w.wSww.|Sw.SS.wwS.S.w.SwS.|wSSS.w.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h129_11,Sw.S..Sww.SwS.wS.|wwSS.ww.S.SwSwS.|SS.S.SwSwS.|SS.SSw.SwS.|SS.SSw.Sww.|wS.S.S.wwS.SwS.wS.|SSwS.S.SwS.wS|,aṣṭi
Paruchepa Daivodāsi,b01_h130_01,S.Sw.Sw.ww.S.wSwS.|Sw.SS.wwSSw.Sww.|SS.SSw.SwS.|wSwS.wS.wS.|wSSS.wS.wS.|SSS.w.wwS.SwSwS.|SSS.SwSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h130_02,wS.Sw.Sw.wSw.SwS.|SSw.Sw.wwS.w.SwS.|SwSS.w.SwS.|wSw.SwSw.S.|wSwSw.SwS.|S.S.SSw.wwS.w.Sww.|wS.SSw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h130_03,wSS.wS.wwS.wS.wS.|SS.w.SS.wwSw.Sww.|wSS.Sw.SwS.|wS.SS.wS.ww.|wSS.SwSww.|wSwS.ww.SS.wSwS.|Sw.wS.wSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h130_04,SwSS.Sw.SS.wSwS.|SSw.Sw.wwSw.S.ww.|wwSSw.S.wS.|SwwSw.SwS.|wSw.Sw.SwS.|SSw.SS.wwS.w.Sww.|wSSw.w.Sww|,atyaṣṭi
Paruchepa Daivodāsi,b01_h130_05,wS.wS.www.Sw.SwS.|SS.wSw.wwS.wS.ww.|SwwS.wS.ww.|ww.SS.wSww.|wSw.Sw.SwS.|SS.ww.wwS.SwSwS.|wSw.SwSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h130_06,wS.S.SS.wSSw.SwS.|wS.w.SS.wwS.wSwS.|SSS.S.wSwS.|SSS.SwS.wS.|SSw.Sw.Sww.|Sw.ww.wwS.SwS.wS.|SS.wSw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h130_07,wS.wS.www.Sw.SwS.|wSSSw.ww.SwS.wS.|SSw.SwS.wS.|wwSSw.SwS.|wS.SS.wSwS.|wS.wSw.wwSw.SwS.|SS.wSw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h130_08,SS.wSw.wwSw.SwS.|SS.SSw.wwSw.Sww.|wSSSw.Sww.|wwS.Sw.SwS.|wS.SS.wSwS.|SS.w.SS.wwSw.Sww.|w.SwSw.Sww|,atyaṣṭi
Paruchepa Daivodāsi,b01_h130_09,SS.SS.w.wS.Sw.SwS.|wSS.Sw.wwS.wSww.|SSw.S.wSww.|wwS.S.wSwS.|wwS.SwS.wS.|SSw.SS.wwSw.Sww.|wS.SSw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h130_10,w.S.SSS.wwSw.SS.|wS.SS.SwS.Sw.SS.|wSSSw.SS.wSS.|SwSS..wSw.wS.S|,triṣṭubh
Paruchepa Daivodāsi,b01_h131_01,SSw.S.S.wwS.wSww.|SSw.wS.wwS.wSwS.|SwSS.wSww.|SS.SS.wSwS.|SSS.wwS.ww.|SSw.SS.wwSw.SwS.|SSw.Sw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h131_02,SSw.S.S.wwSw.SwS.|wSw.SS.wwSwS.wS.|wS.wSwS.wS.|S.S.SS.w.SwS.|SSw.ww.Sww.|SS.w.SS.wwSw.SwS.|SSw.Sw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h131_03,S.S.wSS.wwS.wSwS.|wSw.SS.wwSw.SwS.|SSw.Sw.SwS.|S.SSS.wS.wS.|wS.SS.wSww.|SS.wSS.wwS.wSwS.|Sw.Sw.wSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h131_04,wS.S.Sw.SwSw.SwS.|wS.w.Sw.SwS.wSwS.|SwSS.wSwS.|SS.w.Sw.Sww.|wSS.wwS.wS.|wS.wSS.wwS.wS.wS.|SwSw.wS.wS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h131_05,S.S.S.Sw.SwSw.SwS.|wSw.wS.wwS.w.Sww.|wSwS.w.Sww.|wSw.Sw.SwS.|wwSS.wSwS.|S.SSSS.wwS.wSwS.|wSSS.wSww|,atyaṣṭi
Paruchepa Daivodāsi,b01_h131_06,wS.S.SS.wwS.wSw.w.|SSw.Sw.wwS.wSwS.|wSSS.wSwS.|w.Sw.SwS.wS.|wS.SS.wSww.|S.S.Sw..SwS.wSwS.|SS.ww.wSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h131_07,wS.w.Sw.SwSS.Sww.|wSwSS.wwSw.SwS.|SSw.Sw.SwS.|ww.S.S.wSww.|wSw.SwSwS.|SS.w.SS.ww.Sw.SwS.|SSw.Sw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h132_01,wS.wS.wwS.SwS.ww.|SSSS.SSSw.wSwS.|wwSw.wSwS.|SSS.Sw.www.|ww.SS.w.SwS.|SS.SS.w.wSS.wS.wS.|SwSS.wS.wS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h132_02,wSSS.ww.SSw.Sww.|wSwS.wSw.SwS.|SSS.Sw.Sww.|wS.SS.wS.wS.|SSSSwSww.|SSS.S.SwS.Sw.SwS.|SS.SSw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h132_03,S.S.wS.SwS.S.wSwS.|SS.SS.Sw.wSwS.ww.|wSw.S.wS.wS.|w.S.SS.wS.wS.|SS.SSw.SwS.|w.S.wS.ww.SS.wSwS.|SSSS.wSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h132_04,S.SS.S.SwS.S.wSwS.|w.SwSS.wwS.wS.ww.|Sw.SS.wS.ww.|SS.wSwS.wS.|SSS.Sw.Sw.w.|SSwS.SwS.S.w.SwS.|wSSS.w.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h132_05,S.S.wS.wwS.Sw.SwS.|wS.wS.wwSS.wSwS.|w.SSS.wSwS.|SS.SS.wSw.S.|SS.SSw.SwS.|Sw.SwS.wwSw.SwS.|SS.SS.w.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h132_06,wS.w.SSSwS.wSwS.|S.S.wSS.ww.Sw.S.wS.|SSw.Sw.S.wS.|SS.SSS.SS.|wwS.w.wSw.|SSS.SS.ww.Sw.SwS.|SS.SSw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h133_01,wS.wSw.SwS.wSS.|wS.wSw.S.wS.wSS.|wSSw.Sw.wS.wSS.|SSSS.ww.SS.wSS|,triṣṭubh
Paruchepa Daivodāsi,b01_h133_02,wSSS.w.SwS.|SS.SwwSwS.|Sw.wSwS.wS.|wSwSwS.wS|,anuṣṭubh
Paruchepa Daivodāsi,b01_h133_03,wSS.wwS.ww.|SS.SwwSwS.|SSSwS.SwS.|wSSSS.SwS|,anuṣṭubh
Paruchepa Daivodāsi,b01_h133_04,SS.SS.SSwS.|wSSS.wSwS.|S.w.S.wSww.|wS.w.S.wSww|,anuṣṭubh
Paruchepa Daivodāsi,b01_h133_05,wSwSw.SwS.|wSw.Sw.S.ww.|SS.SS.w.Sww|,gāyatrī
Paruchepa Daivodāsi,b01_h133_06,wS.ww.Sw.SwS.wS.S.|wSw.S.S.S.w.SS.SwS.|wS.w.SS.SwS.|SSwS.w.SwS.|wS.SSw.SwS.|wSwSS.SwSw.Sw.SwS.|wSS.Sw.SwS|,dhr̥ti[atyaṣṭi]
Paruchepa Daivodāsi,b01_h133_07,wSw.w.SS.wS.wSwS.|SSS.S.S.www.wS.wS.|SSww.wS.wS.|SSw.S.wSww.|wSS.SS.wwS.|SSSw.SS.wSw.SwS.|wS.wSw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h134_01,S.S.wS.SwSS.wS.wS.|SS.wSw.ww.SwSwS.|SSw.SwSwS.|SS.S.ww.SwS.|wS.Sww.SwS.|wSwS.wSS.Sw.SwS.|SS.wSw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h134_02,SSS.S.SwS.Sw.SwS.|SS.SSS.wwS.wSwS.|SS.SS.wSwS.|S.S.SS.wwwS.|SS.wSw.SwS.|SSSS.wwS.SwS.ww.|wS.www.S.wS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h134_03,SS.SS.SwS.Sw.wwS.|SS.wS.wwS.ww.SwS.|wSS.ww.SwS.|w.SwS.wSS.|Sw.S.wwS.wS.|w.Sww.SwS.SwSwS.|wwS.SwSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h134_04,Sw.wSS.wwS.wSww.|SS.SS.SwS.Sw.Sww.|SS.SSw.Sww.|SS.SS.wSwS.|SS.wSw.SwS.|wwwS.wwS.SwSwS.|ww.S.SwSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h134_05,SS.SSS.wwS.wSwS.|wSw.SS.wwSw.Sww.|wS.wSw.Sww.|wS.SS.wwSS.|ww.SS.SwSS.|S.SSS.wwS.Sw.SwS.|wSS.Sw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h134_06,wS.S.Sw.Sww.wSwS.|SSwS.wwS.Sw.Sww.|wSS.Sw.Sww.|wS.wSwSwS.|wS.wSwSwS.|SS.S.S.SwS.Sw.SwS.|wS.Sww.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h135_01,SS.Sw.ww.S.Sw.SwS.|wSSw..wwS.wSwS.|wwSS.wSwS.|SS.w.SwSwS.|SS.SSw.SwS.|w.S.wSS.wwSS.SwS.|wSS.SS.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h135_02,SSS.SS.wwSS.SwS.|SS.wSS.ww.Sw.Sww.|SS.wSS.Sww.|wSS.Sw.Sww.|SS.SSw.SwS.|ww.SS.wwS.Sw.SwS.|wSS.Sw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h135_03,S.S.wSS.wwSw.SwS.|wSwSw.ww.Sw.SwS.|SS.SSw.SwS.|wSS.Sw.SwS.|wSS.SwS.wS.|SSwS.wwSS.wSww.|SS.SS.wSww|,atyaṣṭi
Paruchepa Daivodāsi,b01_h135_04,S.S.wS.wSS.Sw.wwS.|wS.wSw.wwSw.SwS.|SS.SSw.SwS.|wwS.SS.SwS.|SwSS.w.S.wS.|Sw.S.SSw.SwS.S.ww.|SS.w.SwS.wS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h135_05,S.S.wS.wSw.SwS.ww.|ww.SS..SwSw.Sww.|Sw.SS.w.SwS.|SS.www.SwS.|S.S.Sw.wSwS.|SwSS.wSS.SwS.wS.|wSw.SwS.wS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h135_06,wS.S.SS.Sw.S.wS.ww.|SSwS.wwSS.wSww.|SS.SS.wSww.|SS.S.S.wSww.|wS.wSw.SwS.|wSwS.ww.SSw.SwS.|SSS.ww.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h135_07,ww.SS.wwS.Sw.SwS.|SS.SS.www.Sw.SwS.|ww.SS.w.SwS.|w.SwS.wwS.SwS.ww.|S.SwS.wwS.SS.Sww.|SS.w.SS.SwS|,aṣṭi
Paruchepa Daivodāsi,b01_h135_08,SSw.S.wSS.Sw.SwS.|w.SSw.wwSSw.SwS.|SS.S.Sw.SwS.|SS.SS.wwS.SwS.wS.|w.S.Sw.ww.SSw.SwS.|Sw.SSw.SwS|,aṣṭi
Paruchepa Daivodāsi,b01_h135_09,wS.S.S.w.SS.SwSwS.|SS.wS.S.wwSw.SwS.|wS.SSw.SwS.|SS.S.S.wSwS.|SS.w.wwSwS.|SSSw.SwS.SwSwS.|SwS.SwSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h136_01,w.S.SS.wwSS.wS.wS.|SS.wS.wwS.wwwSwS.|SSS.wwwSwS.|S.SSS.wSwS.|SSSw.wSwS.|wSS.SS.w.wS.wSwS.|SSS.S.w.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h136_02,wSw.Sw.wwS.wSwS.|SS.wSw.w.wSw.SwS.|SS.wSw.SwS.|SS.SSw.Sww.|SSS.wwSw.w.|wS.wSS.ww.SwS.ww.|wSSS.wS.wS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h136_03,SSwS.wwS.SwSwS.|wSwS.S.wSS.wSwS.|SwSS.wSwS.|SSS.Sw.SwS.|SSS.SwS.wS.|SS.wS.wwS.SwSwS.|SwS.SwSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h136_04,wS.SSw.wwSw.SwS.|SS.Sw.wwSSw.SwS.|SS.SSw.SwS.|S.SSS.wSww.|SS.Sw.wSwS.|wS.SSS.wwS.w.Sww.|wSSS.w.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h136_05,S.SSw.wwSSwS.wS.|wSSS.S.ww.SS.SwS.|SSS.Sw.SwS.|w.SwSw.Sww.|wSSw.wS.ww.|SS.w.SS.wwSwS.wS.|SS.SSwS.wS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h136_06,wS.wS.wwS.SwSwS.|SSw.SS.wwSw.SwS.|wwwSSw.SwS.|Sw.Sw.wS.wS.|Sw.SwwS.wS.|wS.SSS.wwS.wSww.|SSSS.wSww|,atyaṣṭi
Paruchepa Daivodāsi,b01_h136_07,SS.SSS.ww.SwSS.|SSwS.wwwS.wSw.|SS.SS.wwS.Sw.SS.|w.SSw.wwSS.wS.w|,triṣṭubh
Paruchepa Daivodāsi,b01_h137_01,wwS.Sw.SwS.|SSS.SwS.wS.|SSS.SwS.wS.|S.SSS.wSwS.|SSS.Sw.ww.w.|wS.S.SSwwS.wSwS.|SS.SS.wSwS|,atiśakvarī
Paruchepa Daivodāsi,b01_h137_02,ww.S.Sw.SwS.|SSS.wwSwS.|wSS.wwSww.|ww.S.wwS.ww.|SS.SSw.SwS.|wS.SSw.wwSw.SwS.|Sw.wSw.SwS|,atiśakvarī
Paruchepa Daivodāsi,b01_h137_03,S.S.SS.w.SwS.|SS.wSw.SwS.|SS.wSw.Sww.|SSS.Sw.ww.S.|SSS.SwSwS.|wS.S.SSwwS.wS.wS.|Sw.S.SwS.wS|,atiśakvarī
Paruchepa Daivodāsi,b01_h138_01,Sw.SS.wwSSw.SwS.|wSw.Sw.wwS.w.SwS.|Sw.Sw.w.SwS.|SSw.SwS.ww.|SwSS.wSwS.|SSw.S.ww.SwwS.wS.|Sw.SwwS.wS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h138_02,w.S.S.SS.wwS.w.SwS.|SSS.Sw.wwS.wS.ww.|SS.w.SwS.wS.|wS.S.S.wSwS.|SS.SSw.Sww.|SSw..SSS.SwS.ww.|SSS.SwS.ww|,atyaṣṭi
Paruchepa Daivodāsi,b01_h138_03,Sw.S.SS.wwS.wSwS.|SS.S.SS.wwS.wSww.|wS.SS.wSwS.|S.wS.S.wSwS.|wwS.Sw.SwS.|wSwSw.wwSw.wS.ww.|SSSS.wS.ww|,atyaṣṭi
Paruchepa Daivodāsi,b01_h138_04,SS.S.w.w.ww.SwS.wS.|wSwSS.wwS.wSwS.|wSwS.wSww.|S.S.S.wwSwS.|SSS.Sw.SwS.|wS.S.SS.wwSw.SwS.|w.S.Sw.wSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h139_01,SS.SS.wS.SS.wS.ww.|S.w.S.SS.wwS.wSww.|SwSS.wSwS.|S.S.SS.wSww.|SS.SSw.SwS.|wS.w.S.w.ww.Sw.SwS.|SS.SS.w.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h139_02,S.S.S.SSwwS.wS.ww.|SwSS.wwS.Sw.SwS.|SSS.Sw.SwS.|wS.SSw.Sww.|wSSw.wSwS.|SS.ww.wwS.Sw.SwS.|SSS.Sw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h139_03,wS.SSS.SwSS.SwS.|SSwSw.wS.Sw.SwS.|wS.SSw.SwS.|wS.SS.wS.wS.|SS.w.SwSwS.|wSSS.S.wwS.wSwS.|wS.SS.wSwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h139_04,wSw.SS.w.w.Sw.SwS.|SwS.S.wwwS.wSww.|SSSS.wSww.|ww.S.Sw.SwS.|wS.SS.wSwS.|wSw.SS.wwSwS.wS.|SwS.SwS.wS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h139_05,wSS.S.wSwS.|wS.SS.wSwS.|S.S.Sw.ww.wS.wS.ww.|SS.SS.wS.ww|,br̥hatī
Paruchepa Daivodāsi,b01_h139_06,wS.Sw.wwSSw.Sww.|wS.wS.SwwSw.SwS.|SS.wSw.SwS.|S.S.SSw.SwS.|wS.SSw.SwS.|SS.SSS.wwSw.S.ww.|wwwSS.w.S.ww|,atyaṣṭi
Paruchepa Daivodāsi,b01_h139_07,S.S.S.SS.wwS.w.SwS.|SSwS.www.SwSwS.|SSS.SwSwS.|S.S.S.SwSwS.|SS.SS.wSww.|w.S.SS.SwS.SwS.wS.|Sw.S.Sw.S.wS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h139_08,S.w.S.Sw.ww.Sw.SwS.|wS.SS.SSw.Sw.Sww.|SS.wSw.SwS.|S.S.SS.wSwS.|SS.SS.wSww.|SSw.S.wwS.S.w.SwS.|wwS.S.w.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h139_09,SS.w.S.wwS.SS.SwS.|wwSS.SS.SS.wS.wS.|S.S.SS.wS.wS.|SS.SSw.Sww.|SSS.Sw.SwS.|SS.wSw.ww.S.wS.wS.|SSS.S.wS.wS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h139_10,SS.SS.wwS.Sw.SwS.|wSwS.www.Sw.SwS.|wwSSw.SwS.|wSS.SwSwS.|Sw.SS.wS.wS.|wSww.wwSSw.SwS.|wS.SSw.SwS|,atyaṣṭi
Paruchepa Daivodāsi,b01_h139_11,S.SSS.ww.SSwS.w.|wwwS.ww.SSwS.w.|SSwS.wwSSwS.w.|S.SSS.Sw.wS.wSS|,triṣṭubh
Dīrghatamas Aucathya,b01_h140_01,SwwS.wwSSw.SwS.|Sw.wS.w.wS.Sw.SwS.|SSSw.SwS.SwS.wS.|SSwS.SwSS.wSwS|,jagatī
Dīrghatamas Aucathya,b01_h140_02,wS.wSS.ww.Sw.SwS.|SSwS.SwS.Sw.S.ww.|SSSS.SwS.SwS.wS.|w.SSw.wwS.Sw.SwS|,jagatī
Dīrghatamas Aucathya,b01_h140_03,SSwS.SwS.Sw.SwS.|wS.wSS.ww.SwS.wS.|SSSS.wwSS.wSww.|S.SwS.wwS.SwS.wS|,jagatī
Dīrghatamas Aucathya,b01_h140_04,wSwS.wwS.SwSwS.|wSwS.SwSSw.S.ww.|wwwS.wwSS.wSwS.|SwSS.ww.SSw.SwS|,jagatī
Dīrghatamas Aucathya,b01_h140_05,S.Sw.S.wwSS.wSwS.|Sw.SS.ww.SS.wSwS.|S.S.wS.wwS.Sw.Sww.|wSwS.wwS.Sw.SwS|,jagatī
Dīrghatamas Aucathya,b01_h140_06,SS.w.S.ww.SSw.SwS.|wSw.SS.ww.Sw.Sww.|SSwSS.wwS.w.SwS.|SS.w.SS.wwSw.SwS|,jagatī
Dīrghatamas Aucathya,b01_h140_07,w.SwS.SwS.S.wSww.|SS.Sw.SwS.Sw.S.wS.|wS.SSS.ww.Sw.Sww.|SS.SS.wwS.SwS.wS|,jagatī
Dīrghatamas Aucathya,b01_h140_08,w.SwS.SwS.S.w.Sww.|SS.SS.SwS.SwS.wS.|SS.wS.wSw.Sw.Sww.|wS.wS.wwS.Sw.SwS|,jagatī
Dīrghatamas Aucathya,b01_h140_09,wSSS.ww.SS.wS.ww.|wSSS.SwS.Sw.S.wS.|wS.wS.SwS.SwS.wS.|wS.SS.wwS.SwS.ww|,jagatī
Dīrghatamas Aucathya,b01_h140_10,SSw.SS.wwSw.Sww.|wS.wSS.wwS.wSS.|wSwS.wwwS.wSS.|SSw.Sw.wwSwSS|,jagatīORtriṣṭubh
Dīrghatamas Aucathya,b01_h140_11,ww.SS.wwS.SwS.wS.|wS.w.S.SwS.SS.Sw.S.|S.S.SS.wwS.SwS.ww.|SSSS.wwS.Sw.S.wS|,jagatī
Dīrghatamas Aucathya,b01_h140_12,wSw.Sw.ww.S.wSw.|SSSS.SwS.Sw.SS.|SSS.SS.ww.S.wSS.|wS.w.S.SwS.Sw.S.w|,triṣṭubh
Dīrghatamas Aucathya,b01_h140_13,wS.S.Sw.Sw.S.wSS.|SSSS.SwS.S.wSS.|SS.wwS.SS.SS.wS.|wS.ww.wwwS.wSw|,triṣṭubh
Dīrghatamas Aucathya,b01_h141_01,w.SS.S.wwS.Sw.SwS.|SSw.SS.wwS.wS.ww.|w.S.wS.wwS.SwS.ww.|wSw.SS.wwSw.SwS|,jagatī
Dīrghatamas Aucathya,b01_h141_02,SS.wS.wwS.Sw.S.wS.|wSw.S.SwwSw.Sww.|wSw.Sw.wwSw.SwS.|wSwwS.wwSw.SwS|,jagatī
Dīrghatamas Aucathya,b01_h141_03,S.w.S.SS.wwSw.Sww.|SSSS.wwS.Sw.SwS.|w.S.wS.wwS.Sw.SwS.|wS.SS.SwSS.wSww|,jagatī
Dīrghatamas Aucathya,b01_h141_04,w.S.wS.wwS.SwS.ww.|S.SwS.SwS.Sw.Sww.|wS.w.Sw.wwS.w.Sww.|S.S.wSS.wwS.wS.wS|,jagatī
Dīrghatamas Aucathya,b01_h141_05,S.S.Sww.SwS.Sw.S.ww.|wSwSw.SwS.w.SwS.|ww.S.SS.wwS.wSwS.|w.SwSw.wwSw.SwS|,jagatī
Dīrghatamas Aucathya,b01_h141_06,S.S.SSS.wwS.wSww.|ww.ww.wwSSw.SwS.|SS.S.SS.SwS.wSwS.|SS.SS.SwS.Sw.SwS|,jagatī
Dīrghatamas Aucathya,b01_h141_07,w.w.SS.wwS.SwSwS.|SS.w.SS.wwS.wSwS.|Sw.SS.SwS.SwSwS.|wwSwS.ww.S.wSwS|,jagatī
Dīrghatamas Aucathya,b01_h141_08,wS.w.SS.SwS.wS.|wS.SSw.wwSw.SwS.|S.Sw.S.SSS.Sw.SwS.|SSSS.SwS.SwS.wS|,jagatī
Dīrghatamas Aucathya,b01_h141_09,wS.w.SS.wwS.wSwS.|SS.SSS.SwS.wSwS.|S.S.wS.wwS.SwS.ww.|wS.w.SS.wwS.wSwS|,jagatī
Dīrghatamas Aucathya,b01_h141_10,ww.SS.wwSSw.SwS.|SS.wSw.SwSw.Sww.|S.S.w.SS.wwS.wS.wS.|wS.w.SS.wwSw.Sww|,jagatī
Dīrghatamas Aucathya,b01_h141_11,SS.wS.w.wSS.wSwS.|wS.SS.w.wwSw.SwS.|SS.w.S.www.SwS.wS.|SSS.Sw.ww.S.w.SwS|,jagatī
Dīrghatamas Aucathya,b01_h141_12,ww.S.wwSS.SwSS.|SS.SS.wwS.SwwS.|w.S.SS.SwwS.wSS.|SS.SS.wwS.SS.Sw|,triṣṭubh
Dīrghatamas Aucathya,b01_h141_13,SSw.SS.wSSw.SS.|SSwSS.wwS.wSw.|wS.w.S.wwSS.wS.w.|wS.w.SS.ww.S.wSS|,triṣṭubh
Dīrghatamas Aucathya,b01_h142_01,wSS.Sw.S.ww.|SS.Sw.wSwS.|SS.wSw.SwS.|wwSSw.SwS|,anuṣṭubh
Dīrghatamas Aucathya,b01_h142_02,wwSw.ww.Sw.|wwSS.wSwS.|SS.SSw.SwS.|wwSSw.SwS|,anuṣṭubh
Dīrghatamas Aucathya,b01_h142_03,wS.wSS.SwS.|SS.SS.wSww.|wSSS.w.S.wS.|SS.SSw.SwS|,anuṣṭubh
Dīrghatamas Aucathya,b01_h142_04,SwS.Sw.S.ww.|SS.Sw.wS.ww.|wS.S.S.wS.ww.|SS.wSw.SwS|,anuṣṭubh
Dīrghatamas Aucathya,b01_h142_05,wSSS.wSwS.|SS.SS.wSwS.|SS.SSwSww.|SSw.Sw.SwS|,anuṣṭubh
Dīrghatamas Aucathya,b01_h142_06,S.wSS.wSwS.|wS.SSwS.wS.|wSSS.wSwS.|SS.SS.wSwS|,anuṣṭubh
Dīrghatamas Aucathya,b01_h142_07,S.SwSS.wSS.|SSSS.wSwS.|SS.wSw.SwS.|SwS.Sw.S.wS|,anuṣṭubh
Dīrghatamas Aucathya,b01_h142_08,SwSS.wSwS.|SSS.SwS.wS.|SS.S.SwS.wS.|Sw.Sw.wSwS|,anuṣṭubh
Dīrghatamas Aucathya,b01_h142_09,wS.SSw.SwS.|SS.wSw.SwS.|wS.wSwS.wS.|SS.SSw.SwS|,anuṣṭubh
Dīrghatamas Aucathya,b01_h142_10,S.S.wSw.SwS.|ww.SS.wS.wS.|SS.SSw.S.ww.|SS.SS.S.SwS|,anuṣṭubh
Dīrghatamas Aucathya,b01_h142_11,wwwS.wS.wS.|SS.Sw.wSwS.|SS.SS.wSww.|SS.SSw.SwS|,anuṣṭubh
Dīrghatamas Aucathya,b01_h142_12,SSwS.wSwS.|SwSSw.SwS.|SS.SSwSwS.|Sw.SSw.Sww|,anuṣṭubh
Dīrghatamas Aucathya,b01_h142_13,SSwSw.S.ww.|ww.SSw.SwS.|SS.wS.wS.wS.|wS.wSS.SwS|,anuṣṭubh
Dīrghatamas Aucathya,b01_h143_01,w.SwS.SwS.Sw.SwS.|SS.wS.wwS.SwS.wS.|wS.wS.S.wwS.wS.wS.|SS.wSS.w.wSw.SwS|,jagatī
Dīrghatamas Aucathya,b01_h143_02,w.SwSS.wwS.wSww.|Sw.Sw.wwS.SwSwS.|SS.SS.wwSSw.SwS.|S.SS.SS.wwS.wSwS|,jagatī
Dīrghatamas Aucathya,b01_h143_03,SS.SS.wwS.Sw.SwS.|wSwS.SwSSw.SwS.|SSwS.ww.SS.w.SwS.|SS.SSS.wwSS.wwS|,jagatī
Dīrghatamas Aucathya,b01_h143_04,w.SwS.wwS.SwSwS.|SS.wSS.wwSw.SwS.|SS.S.SS.wwS.w.S.wS.|w.SS.SS.wwS.w.Sww|,jagatī
Dīrghatamas Aucathya,b01_h143_05,w.S.wSw.wwS.wS.wS.|SSw.SS.wwS.wSww.|SS.SS.wwS.Sw.Sww.|SS.w.SS.w.wS.w.SwS|,jagatī
Dīrghatamas Aucathya,b01_h143_06,wS.S.Sw.wwSw.S.wS.|wS.wS.wwS.Sw.SwS.|SS.wS.wSS.SwS.wS.|wSwSS.w.wS.wS.wS|,jagatī
Dīrghatamas Aucathya,b01_h143_07,wSwSS.w.wSw.Sww.|SS.SS.w.wwSw.SwS.|SSS.SS.wwSw.SwS.|SwSS.w.w.S.SwS.wS|,jagatī
Dīrghatamas Aucathya,b01_h143_08,SwSS.SwSSw.SS.|wSS.S.SwS.Sw.SS.|wSSw.wwwSw.SS.|wwwSS.ww.Sw.S.S|,triṣṭubh
