(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_35_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_06_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h061_09_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h057_04_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_14_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h051_13_uṣṇih
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_23_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h056_03_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_10_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_15_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h057_01_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_29_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_16_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_09_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_11_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h053_01_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_43_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_13_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h054_08_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h053_06_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h053_10_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h057_05_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_38_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h060_09_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_17_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h048_13_various lyric meters, arranged for the most part in pragāthas
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h052_09_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h053_07_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_21_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_24_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h057_03_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_03_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_32_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h055_06_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_08_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_20_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h060_10_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_03_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h057_06_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_31_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h060_12_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_02_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_44_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h061_05_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_30_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h054_05_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_22_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h060_04_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h055_05_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_26_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h054_07_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h014_02_anuṣṭubh
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h060_11_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_23_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_01_vardhamānā
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_21_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_08_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_20_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_07_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h054_10_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h052_12_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h061_08_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_33_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_39_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h054_04_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h055_03_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h060_07_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h055_04_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h061_06_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_09_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_28_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h053_03_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_12_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h060_06_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_37_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h061_07_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_07_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h061_04_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h016_30_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h053_09_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h045_18_gāyatrī
(1.0, 0.4980392156862745, 0.054901960784313725)	b06_h052_10_gāyatrī
